,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff,western_province,inscr_N,occups_list,occups_N,occups_unique_N,inscr_N_post235,occups_N_post235,ratio_post235,city_province,occups_cats_list,occups_cats_unique_N,occups_cats_vec,shares_vec,ZI,largest_cat,ZI_cat,shares_weighted_vec,RZI,RZI_cat,DI
1072,Hanson2016_1073,Novaria,Novara,Italia (XI Transpadana),Italy,3,39 D3,-50,,Beloch 1880; de Ligt 2012; PECS.,32.0,Urban grid and walls,['Municipium'],"['Forum', 'Urban grid', 'Walls']",3,POINT (8.621834 45.446198),1073,,,,,4291.0,,True,99.0,"['curator', 'faber', 'centonarius', 'aerarius', 'aerarius', 'faber carpentarius']",6.0,5.0,4.0,0.0,0.04040404040404041,Novaria (Italia (XI Transpadana)),"['Managerial', 'Unclassified', 'Clothing', 'Metal-Working', 'Metal-Working', 'Transport']",5,[0 0 2 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0],"[0.         0.         0.33333333 0.         0.         0.
 0.16666667 0.         0.         0.         0.         0.16666667
 0.16666667 0.         0.         0.16666667 0.         0.
 0.        ]",0.3333333333333333,2,Metal-Working,"[0.         0.         3.48659966 0.         0.         0.
 4.49083064 0.         0.         0.         0.         0.79431406
 2.73701512 0.         0.         2.002405   0.         0.
 0.        ]",4.490830636461704,Transport,4.499999999999999
1073,Hanson2016_1074,Ticinum,Pavia,Italia (XI Transpadana),Italy,4 or 5,39 E3,-50,,Beloch 1880; de Ligt 2012; McEvedy 2011; PECS; Sear 2006.,44.0,Urban grid and walls,['Municipium'],"['Amphitheatre', 'Arch?', 'Baths', 'Forum?', 'Theatre', 'Urban grid', 'Walls']",7,POINT (9.155164 45.184912),1074,101.0,101.0,101.0,6567.0,6567.0,1.0,True,223.0,"['nauta', 'aerarius', 'faber', 'medicus', 'pinctor', 'faber centonarius', 'curator', 'aerarius']",8.0,7.0,56.0,1.0,0.25112107623318386,Ticinum (Italia (XI Transpadana)),"['Transport', 'Metal-Working', 'Unclassified', 'Miscellaneous Services', 'Plastic Arts', 'Clothing', 'Managerial', 'Metal-Working']",7,[0 0 2 0 0 0 1 1 0 0 0 1 1 0 0 1 0 0 1],"[0.    0.    0.25  0.    0.    0.    0.125 0.125 0.    0.    0.    0.125
 0.125 0.    0.    0.125 0.    0.    0.125]",0.25,2,Metal-Working,"[0.         0.         2.61494975 0.         0.         0.
 3.36812298 8.06782946 0.         0.         0.         0.59573555
 2.05276134 0.         0.         1.50180375 0.         0.
 0.94015357]",8.067829457364342,Plastic Arts,6.4
1074,Hanson2016_1075,Vercellae,Vercelli,Italia (XI Transpadana),Italy,3,39 C3,-50,,Beloch 1880; de Ligt 2012; Nelis-Clément and Roddaz 2008; PECS.,38.0,Inhabited area,['Municipium'],"['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Baths', 'Baths', 'Circus?', 'Forum', 'Theatre', 'Urban grid', 'Walls']",10,POINT (8.422795 45.325287),1075,,,,,5399.0,,True,291.0,"['caligarius', 'scriptor', 'excusor', 'factor', 'opifex', 'redemptor', 'negotiator', 'redemptor']",8.0,7.0,72.0,6.0,0.24742268041237114,Vercellae (Italia (XI Transpadana)),"['Clothing', 'Managerial', 'Metal-Working', 'Food-Production', 'Building', 'Food-Production', 'Retail', 'Food-Production']",6,[3 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0],"[0.375 0.125 0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.125
 0.125 0.    0.    0.    0.    0.125 0.   ]",0.375,3,Food-Production,"[6.68576017 1.54185185 1.30747487 0.         0.         0.
 0.         0.         0.         0.         0.         0.59573555
 2.05276134 0.         0.         0.         0.         1.67054575
 0.        ]",6.685760171306209,Food-Production,4.571428571428571
1076,Hanson2016_1077,Augusta Emerita,Mérida,Lusitania,Spain,2,26 D3,-25,,Benario 1981; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; Golvin 1988; Humphrey 1986; MacMullen 2000; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Woloch 1983.,81.0,Walls,"['Colonia', 'Colonia', 'Conventus capital', 'Provincial capital', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Arch of Cimbron', 'Arch of Trajan?', 'Baths', 'Baths', 'Bridge', 'Circus', 'Forum', 'Forum', 'Sanctuary of Mithras, Serapis, etc', 'Temple', 'Temple', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Temple of Diana', 'Temple of Mars', 'Theatre', 'Urban grid', 'Urban grid', 'Walls']",24,POINT (-6.338496 38.915571),1077,102.0,102.0,102.0,14841.0,14841.0,1.0,True,1635.0,"['faber', 'cornicen', 'ocularius', 'medicus', 'medicus', 'medicus', 'medicus', 'scaenicus', 'frumentarius', 'curator', 'margaritarius', 'nummularius', 'retiarius', 'faber', 'faber', 'faber', 'faber', 'cornicen', 'medicus', 'artifex', 'medicus']",21.0,11.0,149.0,0.0,0.09113149847094801,Augusta Emerita (Lusitania),"['Unclassified', 'Performing Arts', 'Miscellaneous Services', 'Miscellaneous Services', 'Miscellaneous Services', 'Miscellaneous Services', 'Miscellaneous Services', 'Performing Arts', 'Retail', 'Managerial', 'Retail', 'Finance', 'Performing Arts', 'Unclassified', 'Unclassified', 'Unclassified', 'Unclassified', 'Performing Arts', 'Miscellaneous Services', 'Plastic Arts', 'Miscellaneous Services']",7,[0 2 0 0 0 0 0 1 0 0 0 1 0 0 4 5 1 0 7],"[0.         0.0952381  0.         0.         0.         0.
 0.         0.04761905 0.         0.         0.         0.04761905
 0.         0.         0.19047619 0.23809524 0.04761905 0.
 0.33333333]",0.3333333333333333,7,Miscellaneous Services,"[0.         1.17474427 0.         0.         0.         0.
 0.         3.07345884 0.         0.         0.         0.22694687
 0.         0.         4.20664393 2.86057857 2.37410893 0.
 2.50707618]",4.206643930781862,Performing Arts,4.546391752577319
1082,Hanson2016_1083,Egitania,Idanha a Velha,Lusitania,Portugal,3,26 C2,-50,,DGRG; PECS.,6.0,Walls,['Municipium'],"['Baths', 'Bridge', 'Forum?', 'Temple of Mars', 'Temple of Venus', 'Urban grid', 'Walls']",7,POINT (-7.144524 39.997054),1083,,,,,1000.0,,True,256.0,"['sagittarius', 'faber', 'tector']",3.0,3.0,1.0,0.0,0.00390625,Egitania (Lusitania),"['Metal-Working', 'Unclassified', 'Building']",3,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0],"[0.         0.         0.33333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.33333333 0.         0.33333333
 0.        ]",0.3333333333333333,1,Metal-Working,"[0.         0.         3.48659966 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         4.00481    0.         4.45478866
 0.        ]",4.454788657035848,Building,3.0
1085,Hanson2016_1086,Mirobriga (Lusitania),Santiago do Cacém,Lusitania,Portugal,3,26 B4,-50,,BNP; DGRG; Humphrey 1986; Nelis-Clément and Roddaz 2008; PECS.,,,,"['Basilica?', 'Baths', 'Bridge', 'Circus', 'Curia?', 'Forum', 'Sanctuary of Asclepius', 'Temple', 'Temple', 'Temple of Venus?', 'Walls']",11,POINT (-8.683718 38.010169),1086,,,,,1000.0,,True,44.0,"['codicarius', 'curator']",2.0,2.0,0.0,0.0,0.0,Mirobriga (Lusitania) (Lusitania),"['Transport', 'Managerial']",2,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],"[0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.
 0. ]",0.5,1,Transport,"[ 0.          0.          0.          0.          0.          0.
 13.47249191  0.          0.          0.          0.          2.38294219
  0.          0.          0.          0.          0.          0.
  0.        ]",13.472491909385113,Transport,2.0
1088,Hanson2016_1089,Olisipo,Lisbon,Lusitania,Portugal,3,26 A3,-138,,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.,48.0,Walls,"['Municipium', 'Rights and privileges']","['Aqueduct', 'Arch?', 'Baths', 'Baths of the Augustales', 'Circus', 'Fort?', 'Forum', 'Temple', 'Temple of Cybele', 'Temple of Diana', 'Temple of Idae Phrygiae', 'Temple of Jupiter', 'Temple of Tethys', 'Temple of the imperial cult', 'Theatre', 'Urban grid', 'Walls']",17,POINT (-9.145302 38.721227),1089,,,,,7376.0,,True,228.0,"['curator', 'faber', 'nauta']",3.0,3.0,8.0,0.0,0.03508771929824561,Olisipo (Lusitania),"['Managerial', 'Unclassified', 'Transport']",3,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0],"[0.         0.         0.         0.         0.         0.
 0.33333333 0.         0.         0.         0.         0.33333333
 0.         0.         0.         0.33333333 0.         0.
 0.        ]",0.3333333333333333,1,Transport,"[0.         0.         0.         0.         0.         0.
 8.98166127 0.         0.         0.         0.         1.58862812
 0.         0.         0.         4.00481    0.         0.
 0.        ]",8.981661272923407,Transport,3.0
1090,Hanson2016_1091,Pax Iulia,Beja,Lusitania,Portugal,2,26 C4,-49,,Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; MacMullen 2000; Nelis-Clément and Roddaz 2008; PECS; Salmon 1969.,27.0,Walls,"['Colonia', 'Conventus capital', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre?', 'Aqueduct', 'Arch', 'Circus?', 'Forum', 'Temple', 'Theatre?', 'Urban grid', 'Walls', 'Walls?']",10,POINT (-7.865235 38.015624),1091,,,,,3420.0,,True,173.0,"['faber', 'faber', 'faber']",3.0,1.0,3.0,0.0,0.017341040462427744,Pax Iulia (Lusitania),"['Unclassified', 'Unclassified', 'Unclassified']",1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,3,Unclassified,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         12.01443001  0.          0.
  0.        ]",12.014430014430015,Unclassified,1.0
1091,Hanson2016_1092,Salacia,Alcacer do Sal,Lusitania,Portugal,3,26 B3,-50,,Carreras Monfort 1995-1996; DGRG; MacMullen 2000; Nelis-Clément and Roddaz 2008.,10.0,Walls,['Municipium'],"['Circus?', 'Forum']",2,POINT (-8.519503 38.371152),1092,,,,,1000.0,,True,43.0,['faber'],1.0,1.0,1.0,0.0,0.023255813953488372,Salacia (Lusitania),['Unclassified'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1,Unclassified,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         12.01443001  0.          0.
  0.        ]",12.014430014430015,Unclassified,1.0
1166,Hanson2016_1167,Auzia,Aumale,Mauretania Caesariensis,Algeria,3,30 G4,100,,BNP; Lepelley 1979-1981; PECS; Salmon 1969.,20.0,Walls,"['Colonia', 'Municipium']","['Baths', 'Unidentified public building', 'Walls']",3,POINT (3.689949 36.145619),1167,,,,,2290.0,,True,250.0,"['quadratarius', 'quadratarius', 'scriba', 'scriba', 'quadratarius', 'quadratarius', 'curator']",7.0,3.0,34.0,1.0,0.136,Auzia (Mauretania Caesariensis),"['Building', 'Building', 'Education', 'Education', 'Building', 'Building', 'Managerial']",3,[0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 4 0],"[0.         0.         0.         0.         0.         0.
 0.         0.         0.28571429 0.         0.         0.14285714
 0.         0.         0.         0.         0.         0.57142857
 0.        ]",0.5714285714285714,4,Building,"[0.         0.         0.         0.         0.         0.
 0.         0.         5.91755508 0.         0.         0.68084062
 0.         0.         0.         0.         0.         7.63678055
 0.        ]",7.636780554918596,Building,2.3333333333333335
1168,Hanson2016_1169,Cartenna,Ténès,Mauretania Caesariensis,Algeria,3,30 B3,-30,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; Russell 1958; Salmon 1969; Wilson 2011.,65.0,Unspecified,"['Colonia', 'Rights and privileges']","['Aqueduct', 'Harbour']",2,POINT (1.307598 36.510418),1169,,,,,11060.0,,True,68.0,['medicus'],1.0,1.0,4.0,1.0,0.058823529411764705,Cartenna (Mauretania Caesariensis),['Miscellaneous Services'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1,Miscellaneous Services,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 7.52122855]",7.521228545618789,Miscellaneous Services,1.0
1170,Hanson2016_1171,Cuicul,Djemila,Mauretania Caesariensis,Algeria,3,31 D4,96,,BNP; DGRG; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,9.0,Inhabited area,"['Colonia', 'Colonia']","['Aqueduct', 'Arch', 'Arch of Caracalla', 'Basilica', 'Basilica', 'Baths', 'Baths', 'Capitolium?', 'Curia', 'Forum', 'Forum', 'Macellum (Cosinii)', 'Macellum (for clothing)', 'Temple', 'Temple', 'Temple of Saturn', 'Temple of the Severans', 'Theatre', 'Walls']",19,POINT (5.735732 36.320494),1171,113.0,113.0,113.0,1157.0,1000.0,1.468274111675127,True,709.0,"['curator', 'dendrophorus', 'curator', 'curator', 'scaenicus', 'scriptor', 'quadratarius', 'sector', 'offector', 'sartor', 'ornatrix', 'ornatrix']",12.0,9.0,13.0,1.0,0.018335684062059238,Cuicul (Mauretania Caesariensis),"['Managerial', 'Building', 'Managerial', 'Managerial', 'Performing Arts', 'Managerial', 'Building', 'Building', 'Clothing', 'Miscellaneous Services', 'Miscellaneous Services', 'Miscellaneous Services']",5,[0 0 0 0 0 0 0 0 0 0 0 4 1 0 1 0 0 3 3],"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.33333333
 0.08333333 0.         0.08333333 0.         0.         0.25
 0.25      ]",0.3333333333333333,4,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.58862812
 1.36850756 0.         1.84040672 0.         0.         3.34109149
 1.88030714]",3.341091492776886,Building,4.0
1171,Hanson2016_1172,Diana Veteranorum,Zana,Mauretania Caesariensis,Algeria,3,34 E2,98,,BNP; DGRG; Lepelley 1979-1981; PECS; Wilson 2011.,,,"['Colonia', 'Municipium']","['Aqueduct', 'Arch', 'Arch', 'Forum', 'Temple of Diana?', 'Urban grid']",6,POINT (6.080301 35.77969),1172,,,,,1000.0,,True,81.0,['frumentarius'],1.0,1.0,1.0,0.0,0.012345679012345678,Diana Veteranorum (Mauretania Caesariensis),['Retail'],1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Retail,"[ 0.         12.33481481  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",12.334814814814814,Retail,1.0
1173,Hanson2016_1174,Icosium,Algiers,Mauretania Caesariensis,Algeria,3,30 F3,-29,,BNP; DGRG; Lepelley 1979-1981; PECS; Salmon 1969; Wilson 2011.,,,"['Colonia', 'Colonia', 'Colonia', 'Rights and privileges']","['Acropolis', 'Baths', 'Baths', 'Baths', 'Forum?', 'Harbour', 'Mithraeum', 'Urban grid', 'Walls']",9,POINT (3.049726 36.766025),1174,,,,,1000.0,,True,57.0,['curator'],1.0,1.0,2.0,0.0,0.03508771929824561,Icosium (Mauretania Caesariensis),['Managerial'],1,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
1175,Hanson2016_1176,Iol,Cherchell,Mauretania Caesariensis,Algeria,2,30 D3,-25,,Benario 1981; Bomgardner 2000; Lepelley 1979-1981; MacMullen 2000; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,162.0,Inhabited area,"['Colonia', 'Colonia', 'Provincial capital']","['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Aqueduct?', 'Basilica', 'Baths', 'Baths', 'Baths', 'Baths', 'Baths (Central)', 'Baths (East)', 'Baths (West)', 'Baths?', 'Bridge', 'Capitolium', 'Forum', 'Harbour', 'Hippodrome', 'Nymphaeum', 'Temple', 'Temple', 'Temple of Asclepius', 'Theatre', 'Urban grid', 'Walls']",25,POINT (2.188806 36.606415),1176,,,,,37467.0,,True,1634.0,"['scriba', 'faber', 'cellarius', 'argentarius', 'pistor', 'scriba', 'medicus', 'argentarius', 'curator', 'argentarius', 'mensor', 'curator', 'lanius', 'scriba', 'curator', 'dendrophorus', 'caupo', 'structor', 'lanius', 'scaenicus', 'sarcinator', 'dendrophorus', 'curator', 'medicus', 'unctor', 'claustrarius', 'claustrarius', 'faber argentarius', 'argentarius', 'caelator', 'aerarius', 'officinator', 'cocus']",33.0,21.0,11.0,0.0,0.006731946144430845,Iol (Mauretania Caesariensis),"['Education', 'Unclassified', 'Household Goods', 'Metal-Working', 'Food-Production', 'Education', 'Miscellaneous Services', 'Metal-Working', 'Managerial', 'Metal-Working', 'Miscellaneous Services', 'Managerial', 'Food-Production', 'Education', 'Managerial', 'Building', 'Retail', 'Building', 'Food-Production', 'Performing Arts', 'Clothing', 'Building', 'Managerial', 'Miscellaneous Services', 'Miscellaneous Services', 'Household Goods', 'Household Goods', 'Metal-Working', 'Metal-Working', 'Plastic Arts', 'Metal-Working', 'Miscellaneous Services', 'Food-Production']",12,[4 1 6 0 0 3 0 1 3 0 0 4 1 0 1 1 0 3 5],"[0.12121212 0.03030303 0.18181818 0.         0.         0.09090909
 0.         0.03030303 0.09090909 0.         0.         0.12121212
 0.03030303 0.         0.03030303 0.03030303 0.         0.09090909
 0.15151515]",0.18181818181818182,6,Metal-Working,"[2.16105379 0.37378227 1.90178164 0.         0.         4.53238977
 0.         1.95583744 1.88285844 0.         0.         0.57768295
 0.49763911 0.         0.66923881 0.36407364 0.         1.21494236
 1.13958008]",4.532389765922701,Household Goods,8.711999999999998
1183,Hanson2016_1184,Rapidum,Sour Djouab,Mauretania Caesariensis,Algeria,3,30 F4,122,,BNP; Lepelley 1979-1981; PECS; Quinn and Wilson 2013.,12.0,Walls,['Municipium'],"['Curia?', 'Fort', 'Forum', 'Temple', ""Temple ('capitolium')"", 'Temple of Ceres', 'Temple of Jupiter', 'Temple of Saturn and Caelestis', 'Unidentified public building', 'Walls']",10,POINT (3.421825 36.136435),1184,,,,,1157.0,,True,118.0,"['vexillarius', 'vexillarius']",2.0,1.0,4.0,0.0,0.03389830508474576,Rapidum (Mauretania Caesariensis),"['Miscellaneous Services', 'Miscellaneous Services']",1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,2,Miscellaneous Services,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 7.52122855]",7.521228545618789,Miscellaneous Services,1.0
1188,Hanson2016_1189,Saldae,Béjaia,Mauretania Caesariensis,Algeria,3,31 C3,-33,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Lepelley 1979-1981; MacMullen 2000; PECS; Salmon 1969.,55.0,Inhabited area,"['Colonia', 'Rights and privileges']","['Aqueduct', 'Baths', 'Baths', 'Baths', 'Forum', 'Harbour', 'Temple', 'Theatre, amphitheatre, or circus?', 'Urban grid', 'Walls']",10,POINT (5.078027 36.758025),1189,,,,,8848.0,,True,125.0,['faber'],1.0,1.0,2.0,0.0,0.016,Saldae (Mauretania Caesariensis),['Unclassified'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1,Unclassified,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         12.01443001  0.          0.
  0.        ]",12.014430014430015,Unclassified,1.0
1190,Hanson2016_1191,Sitifis,Sétif,Mauretania Caesariensis,Algeria,2,31 C4,96,,BNP; Humphrey 1986; Lepelley 1979-1981; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,44.0,Walls (Late Roman),['Colonia'],"['Amphitheatre', 'Aqueduct', 'Baths (Central)', 'Baths of Venus', 'Forum', 'Hippodrome', 'Temple', ""Temple ('capitolium')"", 'Temple of Magna Mater', 'Theatre', 'Walls (Byzantine)', 'Walls (Late Roman)']",12,POINT (5.4072 36.1886),1191,,,,,6567.0,,True,693.0,"['possessor', 'curator', 'scaenicus', 'curator', 'pistor', 'medicus']",6.0,5.0,72.0,1.0,0.1038961038961039,Sitifis (Mauretania Caesariensis),"['Managerial', 'Managerial', 'Performing Arts', 'Managerial', 'Food-Production', 'Miscellaneous Services']",4,[1 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 1],"[0.16666667 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.5
 0.         0.         0.16666667 0.         0.         0.
 0.16666667]",0.5,3,Managerial,"[2.97144897 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         2.38294219
 0.         0.         3.68081344 0.         0.         0.
 1.25353809]",3.680813439434129,Performing Arts,2.9999999999999996
1194,Hanson2016_1195,Uzelis,Oudjel,Mauretania Caesariensis,Algeria,4 or 5,31 E4,-50,,Brunt 1971; Quinn and Wilson 2013.,,,"['Colonia', 'Municipium', 'Rights and privileges']","['Capitolium', 'Theatre']",2,POINT (6.360226 36.380653),1195,,,,,1000.0,,True,121.0,['scaenicus'],1.0,1.0,0.0,0.0,0.0,Uzelis (Mauretania Caesariensis),['Performing Arts'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1,Performing Arts,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         22.08488064  0.          0.          0.
  0.        ]",22.084880636604776,Performing Arts,1.0
1195,Hanson2016_1196,Zucchabar,Miliana,Mauretania Caesariensis,Algeria,3,30 D4,-27,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; Salmon 1969.,,,"['Colonia', 'Municipium', 'Rights and privileges']",,0,POINT (2.226763 36.304491),1196,,,,,1000.0,,True,57.0,['medicus'],1.0,1.0,10.0,0.0,0.17543859649122806,Zucchabar (Mauretania Caesariensis),['Miscellaneous Services'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1,Miscellaneous Services,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 7.52122855]",7.521228545618789,Miscellaneous Services,1.0
1196,Hanson2016_1197,Banasa,Sidi Ali bou Jenoun,Mauretania Tingitana,Morocco,3,28 B4,-33,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969; Woloch 1983.,,,"['Colonia', 'Colonia', 'Rights and privileges']","['Basilica', 'Baths (North)', 'Baths (North-West)', 'Baths (South)', 'Baths (South-West)', 'Curia', 'Forum', 'Macellum', 'Temple', ""Temple ('capitolium')"", 'Temple of Mater Deum', 'Unidentified public building', 'Urban grid', 'Walls']",14,POINT (-6.115434 34.60192),1197,,,,,1000.0,,True,211.0,"['sagittarius', 'sagittarius', 'sagittarius', 'sagittarius', 'sagittarius', 'sagittarius', 'scriba', 'sagittarius']",8.0,2.0,6.0,0.0,0.02843601895734597,Banasa (Mauretania Tingitana),"['Metal-Working', 'Metal-Working', 'Metal-Working', 'Metal-Working', 'Metal-Working', 'Metal-Working', 'Education', 'Metal-Working']",2,[0 0 7 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],"[0.    0.    0.875 0.    0.    0.    0.    0.    0.125 0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.   ]",0.875,7,Metal-Working,"[0.         0.         9.15232412 0.         0.         0.
 0.         0.         2.58893035 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",9.152324120603014,Metal-Working,1.28
1197,Hanson2016_1198,Lixus,Near Larache,Mauretania Tingitana,Morocco,3,28 B3,-100,,BNP; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,19.0,Walls,['Colonia'],"['Amphitheatre', 'Baths', 'Capitolium', 'Forum', 'Sanctuary of Hercules / Melqart', 'Temple (A)', 'Temple (B)', 'Temple (C)', 'Temple (D)', 'Temple (E)', 'Temple (F)', 'Temple (G)', 'Temple (H)', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Walls', 'Walls']",18,POINT (-6.11021 35.199807),1198,,,,,2138.0,,True,26.0,['pistor'],1.0,1.0,0.0,0.0,0.0,Lixus (Mauretania Tingitana),['Food-Production'],1,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Food-Production,"[17.82869379  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",17.82869379014989,Food-Production,1.0
1199,Hanson2016_1200,Sala,Rabat,Mauretania Tingitana,Morocco,3,28 A5,1,,BNP; DGRG; PECS; Quinn and Wilson 2013; Salmon 1969.,,,"['Colonia', 'Municipium']","['Agora', 'Arch', 'Basilica?', 'Capitolium', 'Curia?', 'Forum', 'Temple (A)', 'Temple (B)', 'Temple (C)', 'Temple (D)', 'Urban grid', 'Walls']",12,POINT (-6.820498 34.006628),1200,,,,,1000.0,,True,60.0,"['faber', 'faber']",2.0,1.0,0.0,0.0,0.0,Sala (Mauretania Tingitana),"['Unclassified', 'Unclassified']",1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,2,Unclassified,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         12.01443001  0.          0.
  0.        ]",12.014430014430015,Unclassified,1.0
